43+38	66+28,12+70,76+71,89+82,35+86,39+58,25+62,67+90,44+39,64+70,58+70,74+73,62+31,62+16,77+21,78+92,32+42,40+92,85+55,26+52,68+68,36+94,46+66,88+56,71+32,19+91,49+91,59+36,20+11,67+61,85+57,42+98
81+25	28+30,38+79,47+74,19+36,37+16,29+75,48+80,89+24,97+96,84+33,95+34,37+21,86+78,24+83,24+35,22+12,93+10,78+81,88+65,20+43,84+53,17+68,61+24,73+66,33+53,85+56,31+75,97+45,66+55,74+27,51+82,63+35
97+24	83+26,77+97,46+94,83+68,11+85,73+70,16+24,45+31,35+13,10+78,12+29,41+83,18+71,92+43,76+80,73+70,50+65,67+39,91+51,24+12,36+49,63+78,91+91,81+97,82+88,62+74,71+95,47+45,86+17,18+77,46+44,87+33
94+28	84+67,38+23,58+20,35+15,37+73,77+42,70+68,45+38,99+72,89+49,80+47,68+40,10+33,89+41,96+55,83+35,95+86,85+81,33+22,77+93,60+16,41+79,78+40,38+84,78+91,29+80,46+64,20+49,19+95,37+51,84+46,78+63
68+49	51+12,69+81,97+75,70+26,32+11,73+14,56+25,55+48,90+68,90+37,14+62,61+96,24+28,29+37,18+45,28+42,46+49,85+34,68+43,85+34,90+25,55+11,14+22,53+98,67+26,98+71,29+85,34+46,50+10,51+65,94+13,92+59
99+57	16+74,44+68,87+26,62+90,47+70,41+51,32+80,68+71,93+84,56+77,12+95,43+33,52+38,58+12,46+33,92+33,94+17,40+72,78+73,78+97,22+28,11+13,77+56,66+51,39+43,10+91,83+82,94+19,35+65,58+52,17+49,75+84
29+75	82+84,65+76,78+59,43+73,58+38,39+98,97+64,74+88,13+57,20+49,24+13,39+35,50+10,34+46,85+61,71+12,19+94,63+73,62+37,39+96,40+16,12+91,74+69,40+62,64+87,64+27,31+94,96+86,39+72,29+22,84+26,54+25
44+33	98+20,19+12,26+77,15+31,79+40,46+10,72+94,76+90,88+38,33+31,84+54,46+10,91+14,32+92,25+15,35+21,63+57,67+88,91+25,86+78,88+78,23+36,95+31,32+16,21+94,55+86,69+88,63+90,75+68,13+27,25+79,48+18
30+57	91+19,60+62,64+87,70+47,62+17,92+74,83+17,39+85,66+38,76+45,74+43,53+99,67+49,69+35,42+58,38+27,83+39,69+41,97+44,74+93,66+60,13+49,38+81,58+57,75+70,20+62,59+97,58+77,63+21,28+19,95+29,40+11
21+32	51+72,93+54,32+42,33+57,52+53,22+72,49+15,97+34,29+59,40+33,16+32,88+18,63+37,67+44,41+67,55+99,53+58,71+36,29+28,37+36,58+42,24+85,78+15,76+92,99+30,59+88,73+83,71+28,71+97,30+43,41+76,28+48
11+96	43+81,41+92,48+99,79+74,89+15,63+13,83+93,12+47,81+54,75+51,27+69,23+36,40+84,38+62,28+65,25+43,58+76,70+37,24+38,49+85,39+39,74+41,32+88,72+14,89+25,21+83,90+19,27+59,58+72,41+92,83+13,39+32
94+93	31+24,24+89,59+70,22+80,65+56,70+53,41+33,93+85,14+79,98+35,96+44,27+53,54+25,37+16,80+58,77+93,30+51,74+47,84+96,39+84,30+45,51+16,55+45,72+23,67+82,66+76,69+21,97+31,18+77,46+26,14+34,58+28
49+79	60+30,25+67,43+69,84+92,86+11,11+63,58+28,51+28,50+41,37+32,84+37,18+70,21+51,73+56,47+98,62+70,79+44,68+67,84+64,32+47,60+67,53+11,88+33,79+68,30+86,87+60,49+41,82+28,96+53,26+18,85+13,56+88
57+85	51+11,66+76,44+86,90+74,82+76,79+57,95+56,35+16,87+51,45+46,19+62,37+21,39+13,30+96,72+56,84+90,37+31,27+54,56+19,55+81,14+47,58+46,26+10,25+14,50+10,12+37,29+30,92+21,29+23,27+71,27+88,38+22
25+27	66+92,28+18,41+75,95+99,96+53,22+75,55+95,10+12,53+32,27+82,54+30,35+63,28+82,55+41,45+71,56+95,15+46,16+94,34+14,25+70,53+34,68+22,83+26,50+50,19+35,36+49,93+18,47+97,65+61,16+62,83+79,13+86
63+40	72+36,77+44,22+14,31+34,36+58,75+96,87+24,64+54,79+90,88+93,74+70,16+91,50+17,78+68,88+88,89+39,19+63,56+23,22+82,85+82,84+85,93+15,94+78,24+38,32+25,40+17,81+90,37+39,51+55,37+60,61+29,24+59
51+45	62+17,76+41,74+86,86+36,46+44,22+85,64+85,42+82,63+82,28+85,31+62,55+21,75+64,60+44,32+92,83+28,51+16,26+87,32+11,31+79,24+29,23+56,38+84,62+74,32+23,95+81,68+74,80+35,37+43,22+86,25+41,62+43
35+70	95+85,88+54,19+34,48+91,57+31,17+98,99+96,75+63,67+38,17+30,28+12,20+64,41+13,35+78,66+46,19+49,17+16,33+29,35+54,85+96,85+58,57+95,75+74,13+84,76+32,83+39,41+58,92+37,27+46,31+18,11+29,32+45
22+40	61+26,82+69,93+49,89+51,36+23,32+54,62+85,91+26,10+45,73+66,25+27,84+46,15+62,28+57,19+32,99+67,26+57,50+70,81+34,64+37,80+62,70+52,31+78,88+36,62+95,31+23,23+83,16+64,69+57,90+57,73+80,99+75
99+20	49+64,32+53,25+72,54+36,11+36,71+29,48+23,67+99,22+39,17+53,90+81,10+42,83+94,22+68,19+64,93+50,75+25,55+24,35+10,70+73,79+84,12+88,20+11,36+79,33+91,10+76,52+70,66+93,95+40,77+90,45+82,43+13
23+26	24+65,52+39,74+16,29+82,73+76,38+89,60+93,48+77,49+28,22+34,15+22,99+38,74+15,30+93,89+56,13+53,61+57,64+14,25+53,63+43,46+28,52+66,18+18,71+53,94+21,96+95,32+24,52+84,48+41,83+66,55+22,85+92
25+20	27+77,69+57,34+16,27+31,26+44,26+58,19+16,78+63,42+21,99+34,67+93,72+35,30+62,28+69,41+91,88+84,69+23,16+58,63+64,27+30,27+55,57+15,63+65,66+40,79+94,79+18,25+16,31+30,94+45,49+23,75+50,27+56
13+31	42+80,30+39,11+60,43+84,59+68,67+90,42+43,22+20,91+77,86+19,95+93,39+58,56+90,89+46,58+51,69+58,57+81,55+26,60+25,28+49,10+14,81+90,83+58,54+46,87+55,19+51,61+36,84+64,42+97,84+81,22+90,55+65
83+10	16+62,57+18,94+64,61+60,89+35,54+80,82+45,41+16,86+15,10+84,42+81,78+14,22+10,56+99,51+67,64+63,18+47,90+75,18+41,93+18,62+49,88+86,37+52,15+55,53+70,11+39,69+30,18+39,31+32,92+76,15+55,13+15
96+24	65+29,65+26,45+52,48+39,38+25,99+29,35+57,57+36,75+25,34+35,81+65,55+36,43+39,89+79,40+62,17+79,20+74,46+19,46+87,76+70,52+35,28+82,73+34,17+67,68+44,17+34,45+14,73+13,72+59,93+36,85+89,30+76
23+24	64+34,84+79,47+42,87+16,48+56,24+52,33+52,35+49,30+22,59+54,30+59,61+74,69+98,51+98,10+66,85+41,76+29,58+62,10+36,60+65,99+78,21+93,45+96,30+20,63+79,26+45,21+34,42+46,73+40,94+73,91+65,58+47
66+30	49+19,24+71,11+65,29+51,44+21,77+35,42+42,19+17,88+93,73+49,25+34,27+83,84+83,82+49,75+74,72+39,97+23,69+50,57+46,44+60,60+70,90+10,79+57,60+96,26+50,60+15,29+18,29+90,49+74,21+31,38+43,89+56
97+19	40+98,81+42,77+23,41+36,86+59,48+18,72+89,30+56,87+75,93+24,98+45,53+96,54+75,63+24,53+23,78+35,46+83,58+66,29+87,22+28,54+16,73+19,30+76,66+70,57+11,12+93,35+72,94+83,24+39,43+30,17+54,90+77
26+44	30+30,96+61,60+88,44+70,77+82,41+98,28+48,75+53,15+51,31+80,85+56,30+92,36+44,99+10,40+64,89+54,95+62,27+91,22+35,73+94,65+58,18+26,29+77,21+82,72+78,15+74,52+29,88+69,48+13,88+72,98+13,58+44
67+33	18+64,72+13,53+84,10+76,90+31,66+44,78+69,31+63,16+74,63+93,17+43,52+37,40+23,76+70,39+54,19+44,86+29,61+85,49+11,67+44,51+11,73+83,88+78,82+30,97+26,62+29,67+47,70+34,58+56,17+27,57+95,89+24
12+35	46+85,82+85,24+49,38+51,30+99,97+97,52+16,64+70,10+46,20+77,41+50,37+11,14+37,33+43,90+17,85+31,19+10,46+50,84+28,31+65,93+99,48+94,93+32,61+24,76+94,92+25,71+30,78+19,59+63,10+10,45+21,54+80
94+29	26+44,59+22,91+65,55+11,74+64,12+85,43+26,68+22,39+48,24+96,15+47,47+91,83+69,65+16,25+76,63+35,76+94,43+26,42+40,66+21,99+15,32+67,75+54,66+37,37+36,95+61,12+65,41+55,11+88,40+87,23+23,49+45
82+17	60+54,15+15,36+26,92+87,95+15,11+87,13+90,26+26,37+59,70+90,42+37,37+40,90+97,86+57,69+91,39+17,87+56,40+15,77+49,18+49,63+34,98+36,24+73,29+66,36+97,24+75,66+66,50+47,63+25,16+73,73+75,20+44
79+94	23+51,42+49,75+52,48+80,37+20,57+53,98+35,52+35,74+67,86+39,83+56,77+15,85+15,85+81,28+54,75+81,67+78,16+95,15+19,88+73,14+98,49+93,28+71,90+55,60+82,99+19,74+84,93+52,43+83,44+63,62+26,43+46
66+52	37+59,21+53,10+61,84+57,74+48,68+25,75+28,39+89,78+64,92+31,31+50,48+66,95+28,80+48,70+76,98+41,25+78,53+87,39+58,97+61,15+67,38+50,27+37,58+32,23+92,80+28,65+75,41+77,91+84,15+97,28+51,60+34
90+81	35+83,75+90,65+83,86+66,77+42,80+40,80+31,38+41,26+48,12+72,26+68,47+11,23+91,28+29,20+34,89+92,54+45,52+82,63+42,77+70,39+14,20+70,33+51,40+86,77+44,25+86,69+10,29+87,47+90,53+13,68+50,75+43
60+94	45+19,20+23,69+28,74+42,87+83,28+92,25+31,56+53,31+43,54+11,38+84,31+23,93+42,83+89,81+66,92+16,39+36,68+93,45+49,80+79,80+95,45+30,67+28,74+92,40+81,47+59,54+19,64+20,17+12,20+54,21+23,15+69
33+85	80+99,86+59,13+65,62+73,70+14,93+52,16+53,10+37,33+64,78+28,83+54,15+59,53+55,94+56,81+26,42+44,68+87,73+97,61+49,84+20,11+48,75+91,27+57,80+58,97+69,82+93,17+43,40+51,75+75,39+77,36+33,15+87
55+34	25+59,34+13,94+53,27+28,85+34,91+13,45+92,65+44,48+16,54+74,20+19,33+90,92+52,39+80,89+58,45+23,42+34,97+57,53+63,37+82,93+76,53+64,82+76,86+49,14+90,89+16,30+19,52+20,55+14,71+76,63+42,86+67
76+20	92+24,89+22,58+48,66+61,67+11,32+54,33+35,68+43,18+48,85+36,87+47,96+53,28+86,55+21,33+88,30+82,97+30,42+49,15+67,55+65,24+71,89+69,66+21,12+99,63+11,91+56,74+67,13+55,75+11,20+69,30+59,59+48
45+33	68+43,39+86,31+56,65+56,63+16,35+22,48+37,59+17,88+38,71+47,78+68,40+14,72+43,79+92,30+41,13+21,13+42,45+78,71+69,25+71,95+11,14+50,31+65,52+86,43+21,72+89,97+98,30+20,82+45,11+98,52+55,71+70
47+79	58+56,67+50,17+31,13+53,28+43,94+74,87+73,40+45,34+40,96+78,63+34,22+15,12+28,21+11,36+50,81+49,98+13,30+84,59+38,75+22,28+37,30+14,41+54,87+44,96+84,83+96,26+73,25+40,91+16,63+45,71+17,74+56
70+79	56+32,11+30,69+68,86+46,15+96,89+79,59+22,52+99,96+52,24+74,79+17,48+53,19+94,26+66,69+73,60+11,96+26,63+65,65+35,61+55,54+36,73+23,57+34,34+10,45+61,80+52,83+45,21+57,84+75,92+21,36+51,99+58
70+37	37+73,64+55,34+41,56+75,81+28,42+83,64+12,15+84,55+30,52+17,81+77,20+86,44+39,87+25,78+57,87+69,51+21,23+77,29+80,92+36,95+35,33+86,31+62,81+35,11+54,52+46,88+14,79+24,68+96,54+27,44+80,40+20
24+37	66+34,11+24,84+36,55+56,79+94,86+42,84+31,32+54,51+61,13+29,68+14,86+22,53+49,62+10,13+20,81+53,95+72,48+99,37+73,18+79,82+79,98+22,35+39,75+76,53+76,78+47,20+88,15+65,89+59,91+11,52+53,21+40
97+99	56+51,99+10,33+26,39+61,43+89,28+48,82+89,63+31,57+90,73+77,36+18,18+48,60+31,91+42,75+41,73+33,89+74,62+54,75+43,46+36,53+30,65+14,47+30,38+45,86+48,32+88,30+16,30+49,73+80,78+91,57+15,80+82
10+85	39+67,60+23,11+74,41+63,67+96,93+46,27+80,83+13,44+92,27+76,30+11,27+21,46+64,19+99,88+95,25+50,50+16,60+89,62+42,99+34,87+33,52+23,31+57,85+12,45+40,14+39,17+55,26+55,75+75,63+94,83+10,55+39
57+16	84+73,12+94,36+59,50+61,65+95,48+44,18+35,93+55,46+68,75+66,74+48,24+25,82+97,91+53,31+55,90+68,12+67,29+46,44+10,68+55,18+19,73+87,52+70,43+71,24+25,36+21,41+33,48+61,93+53,93+51,49+83,29+60
48+22	52+40,97+95,46+39,68+92,81+47,67+74,30+84,11+15,97+79,81+40,66+55,99+62,62+25,24+66,25+36,94+55,39+11,47+25,44+82,73+98,97+37,37+88,69+90,42+25,77+79,96+19,62+34,39+37,29+69,48+75,39+99,88+26
16+75	74+67,66+81,37+87,33+31,62+92,97+43,96+82,19+94,58+20,84+70,57+18,87+95,86+94,11+23,43+55,92+96,43+91,15+12,56+80,35+24,36+77,85+33,65+39,76+65,96+37,24+73,18+83,50+14,10+48,65+61,99+50,30+28
13+10	61+52,69+49,16+95,76+77,28+17,51+61,85+96,71+99,12+76,60+19,35+37,59+85,51+62,80+86,55+40,63+91,46+52,16+69,82+74,48+55,66+71,73+13,85+93,93+87,41+32,55+30,96+36,80+57,64+79,78+26,84+40,74+89
99+23	86+65,35+59,82+93,51+82,51+35,97+18,36+44,19+60,65+23,28+70,79+53,38+25,93+48,72+70,54+20,84+55,16+19,13+12,23+96,75+21,45+22,38+47,99+26,93+95,58+77,29+16,25+58,10+62,23+68,15+93,45+21,11+67
29+44	76+85,60+37,28+62,75+17,79+35,87+45,19+48,23+29,36+83,59+20,80+12,17+33,72+13,38+13,22+90,46+97,17+96,50+82,83+23,80+66,26+36,96+52,78+58,26+25,18+84,79+87,67+98,40+63,44+56,74+52,13+39,83+98
52+27	87+19,97+10,23+28,42+79,52+44,84+52,53+96,43+18,34+63,53+18,27+58,40+66,77+95,74+58,55+50,15+26,69+87,68+32,16+41,33+54,89+53,50+92,49+65,47+27,53+76,16+16,27+45,12+88,86+90,32+47,20+28,10+95
71+14	25+13,88+29,44+50,47+33,60+17,68+70,18+12,91+47,98+93,13+80,30+37,47+25,96+89,43+24,77+72,54+50,43+47,11+75,27+15,87+14,53+39,94+58,21+76,91+69,54+77,86+76,51+38,98+70,62+78,50+60,10+45,41+40
81+52	49+35,98+56,27+36,15+39,85+10,53+99,92+79,89+83,45+89,68+78,56+54,89+20,14+78,73+16,90+67,45+95,10+47,77+54,20+51,23+99,63+37,71+60,22+21,77+72,67+18,44+69,42+78,54+26,95+24,63+75,20+80,41+51
95+22	56+14,29+73,95+42,81+96,28+38,27+42,62+14,76+13,91+82,47+80,71+53,73+21,26+44,11+68,49+16,12+22,27+63,34+26,64+69,91+43,76+39,23+44,74+70,16+74,16+20,29+14,10+78,92+81,29+16,43+40,21+43,85+95
50+10	69+16,76+86,62+13,46+72,84+98,16+63,16+62,23+66,65+33,46+26,99+44,12+55,68+69,77+35,23+65,40+68,25+59,11+52,84+51,91+39,21+93,12+95,21+39,35+34,97+53,90+53,63+77,64+19,34+44,52+45,38+21,85+23
44+95	52+14,10+24,55+76,39+91,77+64,81+86,26+24,84+36,39+73,32+91,43+64,57+88,15+54,78+89,14+70,41+44,93+16,29+93,24+29,76+27,20+52,67+43,55+42,37+47,32+64,12+51,88+93,73+88,15+26,59+27,63+22,20+71
69+19	69+61,35+58,28+35,72+30,64+43,57+18,58+29,13+39,70+37,77+97,68+87,24+26,41+25,26+76,45+80,68+34,59+12,12+94,66+56,43+67,62+14,34+48,71+77,86+71,13+50,49+32,72+46,90+30,19+34,54+73,21+14,48+90
87+75	68+28,63+91,87+88,89+83,28+90,10+79,77+40,60+79,47+29,24+72,53+12,78+45,12+77,71+74,14+42,79+35,48+15,76+13,25+37,91+91,88+67,12+92,83+82,74+90,82+47,22+79,23+77,54+91,27+76,42+61,14+45,22+48
92+46	70+50,29+79,26+98,90+21,41+79,16+69,70+88,55+80,50+54,42+53,91+43,86+20,92+31,36+98,47+83,41+52,16+54,98+58,86+58,66+29,27+22,65+26,56+34,94+18,58+37,46+13,59+51,82+51,60+32,75+60,22+65,70+61
50+32	69+62,81+97,37+77,94+83,75+17,72+55,41+42,70+85,55+81,10+64,79+46,49+29,24+16,55+72,66+28,75+55,29+37,43+27,30+35,14+42,28+67,29+60,15+21,77+79,64+13,53+90,97+18,10+22,67+88,26+38,82+67,31+80
55+65	86+20,89+21,37+39,11+16,65+25,77+20,41+37,17+78,39+12,71+28,93+49,11+20,63+61,62+63,18+97,29+39,67+38,37+62,12+55,63+59,74+69,17+52,53+17,57+11,63+93,73+71,34+24,38+39,86+76,48+21,75+57,76+66
25+10	86+40,24+68,15+55,81+30,26+40,53+51,76+51,13+58,11+99,52+43,44+21,47+20,82+66,75+82,13+73,24+91,57+73,73+26,11+65,52+39,13+24,13+36,75+27,26+89,11+37,74+46,52+21,80+52,36+33,26+33,37+69,20+70
52+39	74+55,98+91,45+25,13+96,29+28,29+50,70+96,71+63,82+11,48+38,59+83,36+81,54+71,98+75,21+34,47+43,83+43,56+58,93+59,89+37,40+61,86+37,10+83,49+93,70+47,48+98,75+97,20+83,23+97,34+29,98+15,14+39
55+78	28+66,97+51,27+63,11+96,99+49,66+85,56+81,78+53,42+35,85+84,50+85,69+45,12+41,66+33,26+64,62+70,31+17,13+93,85+66,95+69,41+54,30+45,57+32,28+91,36+76,17+56,22+48,66+38,74+69,16+14,86+42,23+72
34+27	59+97,44+53,48+63,19+54,88+58,76+61,12+61,23+56,80+70,61+84,45+86,80+55,27+69,59+49,49+23,64+13,86+75,92+82,28+53,65+51,78+28,73+52,33+31,44+50,91+74,61+26,28+30,89+42,76+59,76+81,34+21,87+57
40+52	68+44,37+16,22+40,87+95,68+85,53+18,61+37,62+96,81+37,31+74,80+95,96+18,59+59,19+34,34+87,84+17,22+31,13+70,46+41,93+58,99+93,72+21,79+44,11+89,85+70,13+91,90+35,63+13,52+22,61+10,24+56,85+35
91+56	29+93,48+32,52+34,13+42,74+58,40+32,46+19,81+71,90+66,41+28,82+38,77+58,19+66,63+65,96+83,85+76,42+73,43+50,16+97,25+14,43+41,58+11,12+56,26+47,12+94,34+40,95+80,20+61,95+86,74+56,49+17,36+54
64+71	94+36,91+15,84+41,88+39,92+35,60+87,41+39,46+37,16+33,91+70,99+12,97+54,98+81,10+49,60+38,89+28,65+95,64+67,93+70,65+71,42+88,84+95,92+13,55+27,36+91,41+92,24+73,98+25,20+32,12+32,52+49,19+35
28+87	66+99,92+68,52+77,22+52,67+53,17+70,53+91,45+42,51+62,21+28,29+46,48+61,29+95,95+79,73+80,21+17,61+51,22+43,90+81,43+83,33+43,33+23,37+28,57+62,32+54,58+53,32+10,82+82,25+66,41+53,38+81,89+84
65+27	16+60,53+41,42+77,21+74,94+97,77+33,80+29,62+26,27+36,30+93,92+29,72+35,55+73,52+99,71+42,48+64,19+73,55+82,48+11,99+96,14+60,17+76,46+62,74+65,25+31,69+93,70+23,36+33,27+43,72+16,90+11,82+80
27+70	34+88,58+45,78+21,91+75,98+40,27+77,94+52,30+32,50+69,76+30,36+29,68+89,68+32,17+33,15+47,99+94,41+44,42+90,51+86,68+40,94+51,56+18,71+33,42+68,73+76,65+44,55+30,26+83,45+22,62+69,46+43,80+70
55+32	68+15,24+19,14+87,40+66,96+21,71+42,96+40,51+34,52+11,73+23,77+10,74+41,29+94,27+75,48+75,16+16,98+10,13+53,14+23,79+44,95+86,60+11,59+56,92+86,74+50,55+35,67+67,96+37,64+33,82+70,17+33,93+87
71+21	72+71,90+95,58+95,36+63,27+11,60+66,29+31,78+71,76+36,26+69,72+63,78+73,23+60,86+76,97+72,85+52,93+31,72+82,44+72,30+33,21+55,82+91,89+46,76+39,99+71,33+86,70+52,78+82,28+94,88+79,52+58,76+14
43+16	90+94,40+88,29+60,99+33,46+64,13+94,23+62,75+24,55+28,60+94,87+27,80+12,72+20,46+78,15+98,96+37,19+46,52+77,17+81,18+62,65+85,36+72,16+60,97+97,31+36,25+40,60+28,95+95,18+74,69+71,22+69,66+26
11+78	28+24,38+72,73+52,28+59,90+76,23+35,22+47,68+84,84+80,11+84,56+25,43+74,75+60,87+35,44+66,64+57,97+66,20+14,43+92,31+88,66+65,67+84,60+70,18+63,98+36,72+74,32+42,46+98,11+57,74+42,30+65,54+20
94+87	61+10,42+46,24+92,70+93,37+12,65+75,85+68,18+93,46+32,70+19,74+83,16+77,16+46,70+83,31+21,61+11,92+52,83+43,69+61,59+97,21+26,44+92,57+73,89+86,12+68,51+40,52+52,45+50,27+90,11+90,42+15,30+29
46+25	61+92,98+63,10+57,80+16,95+72,23+93,82+91,27+30,33+54,47+64,31+70,97+40,16+29,88+69,85+63,10+45,63+97,65+32,39+63,75+75,65+10,16+96,98+33,44+41,17+84,74+76,75+28,14+51,79+85,98+94,96+41,81+57
44+36	32+64,69+59,43+72,41+11,21+37,50+36,31+54,83+29,26+24,38+46,43+27,49+48,29+79,71+68,26+12,31+16,86+95,33+29,79+89,66+29,55+12,20+59,95+29,93+27,87+40,93+55,45+71,42+98,79+26,80+30,38+28,89+67
45+21	50+49,75+59,58+88,46+74,79+63,23+82,13+46,93+71,16+77,39+72,32+21,18+58,40+50,50+52,56+50,53+82,80+78,81+55,17+58,12+23,83+34,99+70,34+80,86+94,19+53,69+98,92+96,39+85,69+98,65+65,39+29,16+17
18+83	48+76,56+49,67+19,84+20,88+79,64+16,28+75,19+85,28+90,59+28,80+98,43+67,90+10,56+76,93+50,42+85,83+75,23+19,17+41,62+37,58+60,23+86,89+80,71+89,25+72,32+66,41+74,73+13,20+67,45+14,32+50,44+14
27+74	51+26,78+85,51+39,59+12,96+93,72+72,29+85,98+52,10+76,64+85,25+73,45+19,65+93,45+38,71+77,46+86,50+39,71+79,42+75,89+12,88+61,63+19,50+74,68+25,28+90,96+26,88+45,18+78,88+99,73+13,14+58,77+66
40+49	71+77,57+40,56+93,71+66,88+16,83+12,98+99,48+47,58+83,23+98,45+48,88+64,31+58,54+71,87+75,91+79,51+50,58+21,47+36,45+84,62+82,52+19,56+92,18+76,90+45,66+75,53+85,59+62,10+52,11+79,32+81,53+52
31+47	63+92,49+13,70+59,87+65,87+91,59+24,11+90,19+27,67+95,84+89,60+76,12+89,44+99,53+85,69+86,38+91,96+81,44+73,26+47,93+50,56+75,50+44,73+25,12+85,18+91,14+77,78+82,20+75,48+55,95+88,30+84,45+47
75+92	69+80,69+85,59+57,68+91,28+39,59+84,21+33,62+48,56+48,24+80,95+32,97+43,70+32,51+18,56+10,12+43,14+97,70+91,69+42,41+27,60+62,72+43,88+58,80+88,78+56,49+59,26+50,11+11,30+52,19+48,37+15,57+48
29+82	66+67,23+27,13+51,75+96,59+61,98+11,47+16,43+55,15+20,62+93,64+13,93+81,97+58,64+40,85+77,37+91,45+95,69+75,98+28,94+35,47+34,22+61,58+10,81+15,90+78,94+17,41+90,45+62,92+70,81+89,60+34,38+43
76+97	72+45,80+35,71+29,75+88,61+60,85+58,34+26,28+29,31+42,49+74,50+80,47+80,22+95,74+39,90+65,52+52,95+33,80+82,56+19,96+22,71+23,74+34,82+73,56+93,11+85,46+70,25+93,93+67,47+23,65+77,48+38,26+74
67+83	67+98,44+65,41+69,31+53,20+78,69+72,92+50,48+80,71+93,46+83,35+32,62+78,65+66,37+72,85+39,10+84,41+19,87+43,39+44,90+70,98+86,41+69,63+48,81+20,38+95,97+77,31+59,57+38,39+64,96+97,67+99,82+86
99+40	26+39,13+42,48+88,62+49,76+63,96+23,64+96,13+17,64+62,74+78,32+79,17+44,52+41,73+26,53+58,96+30,88+71,82+98,36+70,90+55,65+23,55+52,39+42,57+77,30+60,61+49,12+50,48+11,12+17,32+54,45+91,60+69
65+60	20+64,57+32,94+81,27+64,34+61,55+66,12+39,70+50,75+46,53+37,45+70,13+77,45+45,59+56,52+28,70+74,91+28,42+69,69+16,81+37,13+93,92+85,24+37,29+28,98+82,95+98,69+96,22+67,46+88,19+12,72+99,72+71
92+59	53+33,82+83,13+14,18+15,93+88,41+64,43+31,75+84,52+19,18+26,67+16,56+33,80+22,94+89,67+51,49+96,75+56,36+86,53+53,12+15,78+33,96+40,21+41,16+59,32+39,45+89,97+67,62+53,68+17,42+71,90+21,55+95
36+57	91+71,38+84,45+29,70+27,82+71,59+50,35+95,59+83,89+47,21+53,85+41,67+35,99+47,35+41,46+82,84+10,42+49,63+47,57+96,44+46,22+26,61+10,36+56,48+81,28+31,63+55,40+72,51+52,32+70,74+26,68+90,52+18
